Account name,แชทบอทสถาบันการศึกษา
Time zone,'+09:00
Downloaded on,2021/08/31 00:47
Sender type,Sender name,Date,Time,Message
User,"Kao, Kos?",2021/08/04,16:42:04,ขอสอบถามเกี่ยวกับหลักสูตรหน่อยค่ะ
Account,Unknown,2021/08/04,16:42:05,สามารถดูหลักสูตรระดับปริญาตรีได้ทางลิงค์นี้เลยครับ https://edumanual.psu.ac.th/document/2563/bsc/hdy_sci/sci-cur-com-63.pdf หรือ https://edumanual.psu.ac.th/2020/hdy_sci_bsc63/
User,"Kao, Kos?",2021/08/05,17:18:43,วันเปิดเทอม
Account,Unknown,2021/08/05,17:18:45,วันเปิดเทอมของปีการศึกษาที่ 1/2564 คือวันที่ 21 มิถุนายน 2564 ครับ สามารถดูวันอื่นๆ เพิ่มเติมได้ที่ https://reg.psu.ac.th/reg/calendar/PATITIN2564.pdf หรือ https://reg.psu.ac.th/reg/ ครับ
User,"Kao, Kos?",2021/08/05,17:32:43,น้ำตาจะไหล
Account,Unknown,2021/08/05,17:32:44,ฉันฟังไม่ทันค่ะ
User,"Kao, Kos?",2021/08/23,17:49:41,สวัสดีค่ะ
Account,Unknown,2021/08/23,17:49:42,สวัสดีครับ มีอะไรอยากสอบถามรึเปล่าครับ
User,"Kao, Kos?",2021/08/23,17:49:50,midterm
Account,Unknown,2021/08/23,17:49:51,ในภาคการศึกษาที่ 1/2564 วันสอบกลางภาคถูกจัดขึ้นในช่วงวันที่ 7-13 สิงหาคม พ.ศ.2564 ครับ และสามารถดูเพิ่มเติมได้ที่ http://www.regis.sci.psu.ac.th/images/doc/exam/Guideline-Midterm2564.pdf ครับ
User,"Kao, Kos?",2021/08/23,17:50:10,สอบกลางภาค
Account,Unknown,2021/08/23,17:50:11,ในภาคการศึกษาที่ 1/2564 วันสอบกลางภาคถูกจัดขึ้นในช่วงวันที่ 7-13 สิงหาคม พ.ศ.2564 ครับ และสามารถดูเพิ่มเติมได้ที่ http://www.regis.sci.psu.ac.th/images/doc/exam/Guideline-Midterm2564.pdf ครับ
User,"Kao, Kos?",2021/08/23,17:50:31,หอพักเป็นยังไง
Account,Unknown,2021/08/23,17:50:32,สามารถดูข้อมูลรายละเอียดได้ตามลิงค์นี้เลยครับ https://dorm.psu.ac.th/system/
User,"Kao, Kos?",2021/08/23,17:50:58,ปดเทอม
Account,Unknown,2021/08/23,17:50:59,ค่าเทอมคณะวิทยาศาสตร์ทั้งหมด 18000 บาทครับ แต่ในช่วงโควิดค่าเทอมจะลดลง 20% และสามารถดูเพิ่มเติมได้ที่ https://reg.psu.ac.th/reg/bachelor_fee.aspx
User,"Kao, Kos?",2021/08/23,17:52:06,ปดเทอม
Account,Unknown,2021/08/23,17:52:07,ขอโทษค่ะ ลองพูดอีกครั้งได้ไหมคะ
User,"Kao, Kos?",2021/08/23,17:52:40,ขอที่อยู่สาขา
Account,Unknown,2021/08/23,17:52:41,ตึกสาขาตั้งอยู่ที่ ชั้น 1 อาคารวิทยาการคอมพิวเตอร์ มหาวิทยาลัยสงขลานครินทร์ ตู้ ปณ 3 คอหงส์ หาดใหญ่ สงขลา 90112 ครับ
User,"Kao, Kos?",2021/08/23,17:53:04,ปิดเทอม
Account,Unknown,2021/08/23,17:53:05,วันปิดเทอมของภาคการเรียนที่ 1/2564 จะเริ่มในวันที่ 24 ตุลาคม พ.ศ.2564 ครับ  และสามารถดูข้อมูลวันเปิดเทอมและปิดเทอมเพิ่มเติมได้ที่ https://reg.psu.ac.th/reg/calendar.aspx เลยครับ 
User,"Kao, Kos?",2021/08/23,17:53:10,หิวรึยัง
Account,Unknown,2021/08/23,17:53:12,ฉันฟังไม่ทันค่ะ
User,"Kao, Kos?",2021/08/23,17:53:34,ที่พัก
Account,Unknown,2021/08/23,17:53:35,ขอโทษค่ะ อะไรนะคะ
User,"Kao, Kos?",2021/08/23,17:53:59,ตึกภาคอยู่ตรงไหน
Account,Unknown,2021/08/23,17:54:00,ตึกสาขาตั้งอยู่ที่ ชั้น 1 อาคารวิทยาการคอมพิวเตอร์ มหาวิทยาลัยสงขลานครินทร์ ตู้ ปณ 3 คอหงส์ หาดใหญ่ สงขลา 90112 ครับ
User,"Kao, Kos?",2021/08/23,18:13:22,ที่พัก
Account,Unknown,2021/08/23,18:13:23,ขอโทษค่ะ พูดอีกครั้งได้ไหมคะ
User,"Kao, Kos?",2021/08/23,18:14:26,ที่พัก
Account,Unknown,2021/08/23,18:14:28,ทางมหาวิทยาลับเปิดให้นักศึกษาสามารถเข้าพักภายในหอพักในได้ โดยสามารถดูข้อมูลรายละเอียดได้ตามลิงค์นี้เลยครับ https://dorm.psu.ac.th/system/
User,"Kao, Kos?",2021/08/29,18:05:23,สวัสดีค่ะ
Account,Unknown,2021/08/29,18:05:24,สวัสดีครับ มีอะไรอยากสอบถามรึเปล่าครับ
User,"Kao, Kos?",2021/08/29,19:25:14,อยากไปที่สาขาต้องไปที่ไหน
Account,Unknown,2021/08/29,19:25:16,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/29,19:28:54,สาขาตั้งอยู่ตรงไหน
Account,Unknown,2021/08/29,19:28:55,ตึกสาขาตั้งอยู่ที่ ชั้น 1 อาคารวิทยาการคอมพิวเตอร์ มหาวิทยาลัยสงขลานครินทร์ ตู้ ปณ 3 คอหงส์ หาดใหญ่ สงขลา 90112 ครับ
User,"Kao, Kos?",2021/08/29,19:33:06,สาขาไปที่ไหน
Account,Unknown,2021/08/29,19:33:08,ตึกสาขาตั้งอยู่ที่ ชั้น 1 อาคารวิทยาการคอมพิวเตอร์ มหาวิทยาลัยสงขลานครินทร์ ตู้ ปณ 3 คอหงส์ หาดใหญ่ สงขลา 90112 ครับ
User,"Kao, Kos?",2021/08/29,19:34:09,อยากไปสาขาต้องไปที่ไหนคะ
Account,Unknown,2021/08/29,19:34:11,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/29,19:34:29,เปิดเทอมวันไหนหรอคะ
Account,Unknown,2021/08/29,19:34:30,วันเปิดเทอมของภาคการเรียนที่ 1/2564 จะเริ่มในวันที่ 21 มิถุนายน พ.ศ.2564 ครับ  และสามารถดูข้อมูลวันเปิดเทอมและปิดเทอมเพิ่มเติมได้ที่ https://reg.psu.ac.th/reg/calendar.aspx เลยครับ 
User,"Kao, Kos?",2021/08/29,19:34:36,เปดเทอมวันไหนหรอคะ
Account,Unknown,2021/08/29,19:34:37,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/29,19:50:16,เปิดเทอมเมื่อไรคะ
Account,Unknown,2021/08/29,19:50:18,วันเปิดเทอมของภาคการเรียนที่ 1/2564 จะเริ่มในวันที่ 21 มิถุนายน พ.ศ.2564 ครับ  และสามารถดูข้อมูลวันเปิดเทอมและปิดเทอมเพิ่มเติมได้ที่ https://reg.psu.ac.th/reg/calendar.aspx เลยครับ 
User,"Kao, Kos?",2021/08/29,19:50:20,เปิดวันไหน
Account,Unknown,2021/08/29,19:50:21,วันเปิดเทอมของภาคการเรียนที่ 1/2564 จะเริ่มในวันที่ 21 มิถุนายน พ.ศ.2564 ครับ  และสามารถดูข้อมูลวันเปิดเทอมและปิดเทอมเพิ่มเติมได้ที่ https://reg.psu.ac.th/reg/calendar.aspx เลยครับ 
User,"Kao, Kos?",2021/08/29,19:50:24,ปิดวันไหน
Account,Unknown,2021/08/29,19:50:26,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/29,19:50:32,ปิดภาคเรียนวันไหน
Account,Unknown,2021/08/29,19:50:33,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/29,19:50:41,เปิดภาคเรียนวันไหน
Account,Unknown,2021/08/29,19:50:42,วันเปิดเทอมของภาคการเรียนที่ 1/2564 จะเริ่มในวันที่ 21 มิถุนายน พ.ศ.2564 ครับ  และสามารถดูข้อมูลวันเปิดเทอมและปิดเทอมเพิ่มเติมได้ที่ https://reg.psu.ac.th/reg/calendar.aspx เลยครับ 
User,"Kao, Kos?",2021/08/29,20:03:57,ปิดภาคเรียนเมื่อไร
Account,Unknown,2021/08/29,20:03:58,วันปิดเทอมของภาคการเรียนที่ 1/2564 จะเริ่มในวันที่ 24 ตุลาคม พ.ศ.2564 ครับ  และสามารถดูข้อมูลวันเปิดเทอมและปิดเทอมเพิ่มเติมได้ที่ https://reg.psu.ac.th/reg/calendar.aspx เลยครับ 
User,"Kao, Kos?",2021/08/29,20:04:01,ปิดภาคเรียนวันไหน
Account,Unknown,2021/08/29,20:04:02,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/29,20:04:06,ปิดภาควันไหน
Account,Unknown,2021/08/29,20:04:08,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/29,20:04:13,เปิดภาควันไหน
Account,Unknown,2021/08/29,20:04:14,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/29,20:04:21,เปิดเรียนวันไหน
Account,Unknown,2021/08/29,20:04:22,วันเปิดเทอมของภาคการเรียนที่ 1/2564 จะเริ่มในวันที่ 21 มิถุนายน พ.ศ.2564 ครับ  และสามารถดูข้อมูลวันเปิดเทอมและปิดเทอมเพิ่มเติมได้ที่ https://reg.psu.ac.th/reg/calendar.aspx เลยครับ 
User,"Kao, Kos?",2021/08/29,22:00:31,สอบวันไหน
Account,Unknown,2021/08/29,22:00:33,ในภาคการศึกษาที่ 1/2564 วันสอบกลางภาคถูกจัดขึ้นในช่วงวันที่ 7-13 สิงหาคม พ.ศ.2564 และวันสอบปลายภาคถูกจัดขึ้นในช่วงวันที่ 9-21 ตุลาคม พ.ศ.2564 ครับ สามารถดูเพิ่มเติมได้ที่ http://www.regis.sci.psu.ac.th/images/doc/exam/Guideline-Midterm2564.pdf ครับ
User,"Kao, Kos?",2021/08/29,22:00:40,ขอวันสอบหน่อยค่ะ
Account,Unknown,2021/08/29,22:00:42,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/29,22:00:48,วันสอบกลางภาค
Account,Unknown,2021/08/29,22:00:49,ในภาคการศึกษาที่ 1/2564 วันสอบกลางภาคถูกจัดขึ้นในช่วงวันที่ 7-13 สิงหาคม พ.ศ.2564 ครับ และสามารถดูเพิ่มเติมได้ที่ http://www.regis.sci.psu.ac.th/images/doc/exam/Guideline-Midterm2564.pdf ครับ
User,"Kao, Kos?",2021/08/29,22:00:51,วันสอบปลายภาค
Account,Unknown,2021/08/29,22:00:52,ในภาคการศึกษาที่ 1/2564 วันสอบปลายภาคถูกจัดขึ้นในช่วงวันที่ 9-21 ตุลาคม พ.ศ.2564 ครับ และสามารถดูเพิ่มเติมได้ที่ http://www.regis.sci.psu.ac.th/images/doc/exam/Guideline-Midterm2564.pdf ครับ
User,"Kao, Kos?",2021/08/29,22:01:10,วันสอบกลางภาควันสุท้าย
Account,Unknown,2021/08/29,22:01:12,ในภาคการศึกษาที่ 1/2564 วันสอบกลางภาคถูกจัดขึ้นในช่วงวันที่ 7-13 สิงหาคม พ.ศ.2564 ครับ และสามารถดูเพิ่มเติมได้ที่ http://www.regis.sci.psu.ac.th/images/doc/exam/Guideline-Midterm2564.pdf ครับ
User,"Kao, Kos?",2021/08/29,22:01:22,วันสอบปลายภาควันสุดท้าย
Account,Unknown,2021/08/29,22:01:23,ในภาคการศึกษาที่ 1/2564 วันสอบปลายภาคถูกจัดขึ้นในช่วงวันที่ 9-21 ตุลาคม พ.ศ.2564 ครับ และสามารถดูเพิ่มเติมได้ที่ http://www.regis.sci.psu.ac.th/images/doc/exam/Guideline-Midterm2564.pdf ครับ
User,"Kao, Kos?",2021/08/29,22:01:35,ขอวันสอบหน่อยครับ
Account,Unknown,2021/08/29,22:01:36,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/29,22:01:39,ขอวันสอบครับ
Account,Unknown,2021/08/29,22:01:40,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/29,22:01:47,ขอวันสอบจ้า
Account,Unknown,2021/08/29,22:01:48,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/29,23:24:04,สอบวันไหนคะ
Account,Unknown,2021/08/29,23:24:06,ในภาคการศึกษาที่ 1/2564 วันสอบกลางภาคถูกจัดขึ้นในช่วงวันที่ 7-13 สิงหาคม พ.ศ.2564 และวันสอบปลายภาคถูกจัดขึ้นในช่วงวันที่ 9-21 ตุลาคม พ.ศ.2564 ครับ สามารถดูเพิ่มเติมได้ที่ http://www.regis.sci.psu.ac.th/images/doc/exam/Guideline-Midterm2564.pdf ครับ
User,"Kao, Kos?",2021/08/29,23:24:51,มีวิชาคณิตกี่ตัว
Account,Unknown,2021/08/29,23:24:52,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/29,23:24:59,มีเรียนวิชาคณิตกี่ตัว
Account,Unknown,2021/08/29,23:25:01,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/29,23:25:07,เรียนคณิตเยอะไหมครับ
Account,Unknown,2021/08/29,23:25:09,ไม่ยากครับ ถ้าตั้งใจก็ทำได้
User,"Kao, Kos?",2021/08/29,23:25:33,เรียนคณิตดี่ตัว
Account,Unknown,2021/08/29,23:25:35,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/29,23:25:39,เรียนคณิตกี่ตัว
Account,Unknown,2021/08/29,23:25:40,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/29,23:25:43,เรียนแมธกี่ตัว
Account,Unknown,2021/08/29,23:25:44,รวมทุกปีแล้ว เรียนทั้งหมด 7 ตัวครับ
User,"Kao, Kos?",2021/08/29,23:25:52,มีเรียนวิชาแมธกี่ตัว
Account,Unknown,2021/08/29,23:25:54,เรียนทั้งหมด 7 ตัวครับ
User,"Kao, Kos?",2021/08/30,02:34:31,ขอดูเว็บไซต์คณะหน่อยค่ะ
Account,Unknown,2021/08/30,02:34:33,นี่คือเว็บไซต์ของคณะครับ https://www.sci.psu.ac.th/ 
User,"Kao, Kos?",2021/08/30,02:34:39,เว็บไซต์คณะคือเว็บไหนคะ
Account,Unknown,2021/08/30,02:34:40,นี่คือเว็บไซต์ของคณะครับ https://www.sci.psu.ac.th/ 
User,"Kao, Kos?",2021/08/30,02:34:45,เว็บไซต์สาขาคือเว็บไหนคะ
Account,Unknown,2021/08/30,02:34:47,นี่คือเว็บไซต์สาขาครับ https://office.cs.psu.ac.th/
User,"Kao, Kos?",2021/08/30,02:34:59,เว็บไซต์มหาลัยคืออันไหนคะ
Account,Unknown,2021/08/30,02:34:59,นี่คือเว็บไซต์ของมหาวิทยาลัยครับ https://www.psu.ac.th/?page=home
User,"Kao, Kos?",2021/08/30,02:57:54,สมัครเรียนต้องทำยังไง
Account,Unknown,2021/08/30,02:57:56,สมัครเรียนจะจัดขึ้นตามแบบแผนของรัฐทั่วไปเลยครับ สามารถยื่นสมัครตามรอบที่สนใจได้เลย และอย่าลืมกรอกข้อมูลเพื่อสมัครเข้าสาขาวิทยาการคอมพิวเตอร์ด้วยนะครับ
User,"Kao, Kos?",2021/08/30,02:58:03,อยากสมัครเรียนต้องทำยังไงคะ
Account,Unknown,2021/08/30,02:58:04,สมัครเรียนจะจัดขึ้นตามแบบแผนของรัฐทั่วไปเลยครับ สามารถยื่นสมัครตามรอบที่สนใจได้เลย และอย่าลืมกรอกข้อมูลเพื่อสมัครเข้าสาขาวิทยาการคอมพิวเตอร์ด้วยนะครับ
User,"Kao, Kos?",2021/08/30,02:58:11,อยากเข้าเรียนที่นี้ต้องทำยังไงคะ
Account,Unknown,2021/08/30,02:58:13,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/30,02:58:18,ขอบคุณค่า
Account,Unknown,2021/08/30,02:58:20,ทางมหาวิทยาลับเปิดให้นักศึกษาสามารถเข้าพักภายในหอพักในได้ โดยสามารถดูข้อมูลรายละเอียดได้ตามลิงค์นี้เลยครับ https://dorm.psu.ac.th/system/
User,"Kao, Kos?",2021/08/30,02:58:56,ขอบคุณค่ะ
Account,Unknown,2021/08/30,02:58:58,ด้วยความยินดีครับ
User,"Kao, Kos?",2021/08/30,02:59:27,ขอช่องทางติดต่อสาขาหน่อยค่ะ
Account,Unknown,2021/08/30,02:59:28,"สามารถติดต่อสาขาได้ที่ชั้น 1 อาคารวิทยาการคอมพิวเตอร์ มหาวิทยาลัยสงขลานครินทร์ ตู้ ปณ 3 คอหงส์ หาดใหญ่ สงขลา 90112, โทรศัพท์ 0-7428-8578, 0-7428-8575, โทรสาร 0-7428-8575 เว็บไซต์ https://office.cs.psu.ac.th ได้เลยครับ"
User,"Kao, Kos?",2021/08/30,03:00:09,ขอหลักสูตรหน่อยค่ะ
Account,Unknown,2021/08/30,03:00:10,สามารถดูหลักสูตรระดับปริญาตรีได้ทางลิงค์นี้เลยครับ https://edumanual.psu.ac.th/document/2563/bsc/hdy_sci/sci-cur-com-63.pdf หรือ https://edumanual.psu.ac.th/2020/hdy_sci_bsc63/ 
User,"Kao, Kos?",2021/08/30,03:00:17,ขอหลักสูตรสาขาหน่อย
Account,Unknown,2021/08/30,03:00:18,สามารถดูหลักสูตรระดับปริญาตรีได้ทางลิงค์นี้เลยครับ https://edumanual.psu.ac.th/document/2563/bsc/hdy_sci/sci-cur-com-63.pdf หรือ https://edumanual.psu.ac.th/2020/hdy_sci_bsc63/ 
User,"Kao, Kos?",2021/08/30,03:00:28,ที่มอมีที่พักไหมคะ
Account,Unknown,2021/08/30,03:00:30,สามารถดูข้อมูลรายละเอียดได้ตามลิงค์นี้เลยครับ https://dorm.psu.ac.th/system/
User,"Kao, Kos?",2021/08/30,03:00:37,ที่พักของมอ
Account,Unknown,2021/08/30,03:00:38,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/30,03:00:52,ขอข้อมูลที่พักหน่อยครับ
Account,Unknown,2021/08/30,03:00:53,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/30,03:01:00,เรียนที่นี่ยากไหหม
Account,Unknown,2021/08/30,03:01:01,แค่ใจรัก ก็เรียนได้ครับ
User,"Kao, Kos?",2021/08/30,03:01:12,สวัสดีคา
Account,Unknown,2021/08/30,03:01:14,สามารถดูข้อมูลรายละเอียดได้ตามลิงค์นี้เลยครับ https://dorm.psu.ac.th/system/
User,"Kao, Kos?",2021/08/30,03:01:17,สวัสดีค่ะ
Account,Unknown,2021/08/30,03:01:18,สวัสดีครับ มีอะไรอยากสอบถามรึเปล่าครับ
User,"Kao, Kos?",2021/08/30,03:01:35,สวัสดีจ้า
Account,Unknown,2021/08/30,03:01:36,สวัสดีครับ
User,"Kao, Kos?",2021/08/30,03:01:46,เรียนนานแค่ไหน
Account,Unknown,2021/08/30,03:01:47,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/30,03:01:52,ต้องเรียนกี่ปีคะ
Account,Unknown,2021/08/30,03:01:53,โดยทั่วไป นักศึกษาสามารถจบได้ภายใน 4 ปี หรือ 3 ปีครี่งได้ครับ แต่หากยังไม่ผ่านเกณฑ์สามารถเรียนต่อจนครบ 8 ปีได้ โดยแต่ละปีการศึกษาจะเรียน 2 เทอมด้วยกันครับ
User,"Kao, Kos?",2021/08/30,03:01:56,ต้องเรียนนานแค่ไหน
Account,Unknown,2021/08/30,03:01:58,โดยทั่วไปแล้วสาขาของเราอยู่ในคณะวิทยาศาสตร์ ฉะนั้นหลักสูตรที่รับก็จะเป็นสายวิทย์-คณิตครับ
User,"Kao, Kos?",2021/08/30,03:02:04,ต้องเรียนนานไหม
Account,Unknown,2021/08/30,03:02:05,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/30,03:02:12,ต้องเรียนนานกี่ปี
Account,Unknown,2021/08/30,03:02:13,โดยปกติจะจบที่ 4 ปี หรือ 3 ปีครึ่งครับ แต่สามารถยืดระยะเวลาในการเรียนต่อไปจนครบ 8 ปีได้ครับ ซึ่งจะเรียน 2 เทอมต่อปีการศึกษาครับ
User,"Kao, Kos?",2021/08/30,03:02:27,เวลาเรียนทั้งหมดต้องใช้กี่ปี
Account,Unknown,2021/08/30,03:02:29,โดยทั่วไป นักศึกษาสามารถจบได้ภายใน 4 ปี หรือ 3 ปีครี่งได้ครับ แต่หากยังไม่ผ่านเกณฑ์สามารถเรียนต่อจนครบ 8 ปีได้ โดยแต่ละปีการศึกษาจะเรียน 2 เทอมด้วยกันครับ
User,"Kao, Kos?",2021/08/30,03:02:38,ลงทะเบียนเริ่มวันไหน
Account,Unknown,2021/08/30,03:02:38,วันลงทะเบียนเรียนของปีการศึกษาที่ 1/2564 ชั้นปีที่1 จะลงทะเบียนวันที่ 14-17 มิถุนายน 2564 ชั้นปีทื่2 ลงทะเบียนวันที่ 17 มิถุนายน 2564 ชั้นปีที่3 ลงทะเบียนวันที่ 16 มิถุนายน 2564 และชั้นปีที่4 ลงทะเบียนวันที่ 15 มิถุนายน 2564 โดยจะเปิดให้ลงทะเบียนในแต่ละวันตั้งแต่เวลา 8:30-23:59 น. และเปิดให้ทุกชั้นปีลงทะเบียนวันที่ 18-27 มิถุนายน 2564 เวลาเดียวกัน
User,"Kao, Kos?",2021/08/30,03:02:43,เปิดให้ลงทะเบียนเรียนวันไหนคะ
Account,Unknown,2021/08/30,03:02:44,วันลงทะเบียนเรียนของปีการศึกษาที่ 1/2564 ชั้นปีที่1 จะลงทะเบียนวันที่ 14-17 มิถุนายน 2564 ชั้นปีทื่2 ลงทะเบียนวันที่ 17 มิถุนายน 2564 ชั้นปีที่3 ลงทะเบียนวันที่ 16 มิถุนายน 2564 และชั้นปีที่4 ลงทะเบียนวันที่ 15 มิถุนายน 2564 โดยจะเปิดให้ลงทะเบียนในแต่ละวันตั้งแต่เวลา 8:30-23:59 น. และเปิดให้ทุกชั้นปีลงทะเบียนวันที่ 18-27 มิถุนายน 2564 เวลาเดียวกัน
User,"Kao, Kos?",2021/08/30,03:02:52,สอบกลางภาคเริ่มวันไหน
Account,Unknown,2021/08/30,03:02:54,ในภาคการศึกษาที่ 1/2564 วันสอบกลางภาคถูกจัดขึ้นในช่วงวันที่ 7-13 สิงหาคม พ.ศ.2564 ครับ และสามารถดูเพิ่มเติมได้ที่ http://www.regis.sci.psu.ac.th/images/doc/exam/Guideline-Midterm2564.pdf ครับ
User,"Kao, Kos?",2021/08/30,03:03:07,ขอขั้นตอนการครอปเรียนหน่อยค่ะ
