Account name,แชทบอทสถาบันการศึกษา
Time zone,'+09:00
Downloaded on,2021/08/31 00:47
Sender type,Sender name,Date,Time,Message
User,N,2021/08/29,18:23:39,ปิดเทอม
Account,Unknown,2021/08/29,18:23:41,วันปิดเทอมของภาคการเรียนที่ 1/2564 จะเริ่มในวันที่ 24 ตุลาคม พ.ศ.2564 ครับ  และสามารถดูข้อมูลวันเปิดเทอมและปิดเทอมเพิ่มเติมได้ที่ https://reg.psu.ac.th/reg/calendar.aspx เลยครับ 
User,N,2021/08/29,18:23:47,สอบมิดเทอม
Account,Unknown,2021/08/29,18:23:50,ในภาคการศึกษาที่ 1/2564 วันสอบกลางภาคถูกจัดขึ้นในช่วงวันที่ 7-13 สิงหาคม พ.ศ.2564 ครับ และสามารถดูเพิ่มเติมได้ที่ http://www.regis.sci.psu.ac.th/images/doc/exam/Guideline-Midterm2564.pdf ครับ
User,N,2021/08/29,18:24:11,สบายดีไหม
Account,Unknown,2021/08/29,18:24:13,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,N,2021/08/29,18:24:22,ขอบคุณนะ
Account,Unknown,2021/08/29,18:24:23,ด้วยความเต็มใจครับ
User,N,2021/08/29,18:24:27,บาย
Account,Unknown,2021/08/29,18:24:28,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,N,2021/08/29,18:36:15,บาย
Account,Unknown,2021/08/29,18:36:16,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,N,2021/08/29,18:36:35,บ๊ายบาย
Account,Unknown,2021/08/29,18:36:36,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,N,2021/08/29,18:58:55,มีพี่พักบ้างไหน
Account,Unknown,2021/08/29,18:58:57,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,N,2021/08/29,18:59:14,มีที่พักไหม
Account,Unknown,2021/08/29,18:59:15,สามารถดูข้อมูลรายละเอียดได้ตามลิงค์นี้เลยครับ https://dorm.psu.ac.th/system/
User,N,2021/08/29,18:59:24,ที่พัก
Account,Unknown,2021/08/29,18:59:25,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,N,2021/08/29,18:59:32,หาที่พักให้หน่อย
Account,Unknown,2021/08/29,18:59:34,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,N,2021/08/29,18:59:40,อยากได้ที่พัก
Account,Unknown,2021/08/29,18:59:41,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,N,2021/08/29,18:59:47,มีหอพักบ้างไหม
Account,Unknown,2021/08/29,18:59:48,สามารถดูข้อมูลรายละเอียดได้ตามลิงค์นี้เลยครับ https://dorm.psu.ac.th/system/
User,N,2021/08/29,18:59:56,มีที่พักบ้างไหม
Account,Unknown,2021/08/29,18:59:57,ทางมหาวิทยาลับเปิดให้นักศึกษาสามารถเข้าพักภายในหอพักในได้ โดยสามารถดูข้อมูลรายละเอียดได้ตามลิงค์นี้เลยครับ https://dorm.psu.ac.th/system/
User,N,2021/08/29,19:00:14,อยากได้หอพัก
Account,Unknown,2021/08/29,19:00:16,สามารถดูข้อมูลรายละเอียดได้ตามลิงค์นี้เลยครับ https://dorm.psu.ac.th/system/
User,N,2021/08/29,19:00:23,อยากได้ที่พัก
Account,Unknown,2021/08/29,19:00:24,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,N,2021/08/29,19:00:32,มีที่พักหรือป่าว
Account,Unknown,2021/08/29,19:00:33,สามารถดูข้อมูลรายละเอียดได้ตามลิงค์นี้เลยครับ https://dorm.psu.ac.th/system/
User,N,2021/08/29,19:00:41,บาย
Account,Unknown,2021/08/29,19:00:42,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,N,2021/08/29,19:00:47,บายครับ
Account,Unknown,2021/08/29,19:00:48,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,N,2021/08/29,19:00:50,บายจ๊ะ
Account,Unknown,2021/08/29,19:00:51,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,N,2021/08/29,19:00:59,ขอบคุณครับ
Account,Unknown,2021/08/29,19:01:00,ด้วยความยินดีครับ
User,N,2021/08/31,00:29:59,บายครับ
Account,Unknown,2021/08/31,00:30:01,ผมขอโทษครับ ตอนนี้ผมไม่รู้คำตอบจริงๆ
User,N,2021/08/31,00:30:03,ที่พัก
Account,Unknown,2021/08/31,00:30:04,ขออภัยครับ ผมยังตอบคำถามนี้ไม่ได้ (╥﹏╥)
User,N,2021/08/31,00:30:15,มีที่พักไหม
Account,Unknown,2021/08/31,00:30:17,สามารถดูข้อมูลรายละเอียดได้ตามลิงค์นี้เลยครับ https://dorm.psu.ac.th/system/
User,N,2021/08/31,00:30:28,มีที่พักบ้างป่าว
Account,Unknown,2021/08/31,00:30:30,สามารถดูข้อมูลรายละเอียดได้ตามลิงค์นี้เลยครับ https://dorm.psu.ac.th/system/
User,N,2021/08/31,00:30:35,มีหอพักไหม
Account,Unknown,2021/08/31,00:30:37,สามารถดูข้อมูลรายละเอียดได้ตามลิงค์นี้เลยครับ https://dorm.psu.ac.th/system/
User,N,2021/08/31,00:30:38,หอพัก
Account,Unknown,2021/08/31,00:30:39,ทางมหาวิทยาลับเปิดให้นักศึกษาสามารถเข้าพักภายในหอพักในได้ โดยสามารถดูข้อมูลรายละเอียดได้ตามลิงค์นี้เลยครับ https://dorm.psu.ac.th/system/
User,N,2021/08/31,00:30:56,บายครับ
Account,Unknown,2021/08/31,00:30:57,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,N,2021/08/31,00:31:06,บายค่ะ
Account,Unknown,2021/08/31,00:31:07,ขออภัยครับ ผมยังตอบคำถามนี้ไม่ได้ (╥﹏╥)
User,N,2021/08/31,00:31:10,ขอบคุณครับ
Account,Unknown,2021/08/31,00:31:10,ด้วยความเต็มใจครับ
User,N,2021/08/31,00:31:20,ที่พัก
Account,Unknown,2021/08/31,00:31:21,ขออภัยครับ ผมยังตอบคำถามนี้ไม่ได้ (╥﹏╥)
