target,intent,text
5,ข้อมูลหอพัก,มีหอพักสำหรับนักศึกษามั้ยคะ
5,ข้อมูลหอพัก,ค่าหอเท่าไหร่
5,ข้อมูลหอพัก,ค่าหอพักราคาเท่าไรคะ
5,ข้อมูลหอพัก,ค่าหอพักราคาเท่าไรหรอคะ
5,ข้อมูลหอพัก,ค่าหอราคาเท่าไหร่ครับ
5,ข้อมูลหอพัก,ค่าหอเท่าไรคะ
5,ข้อมูลหอพัก,ค่าหอเท่าไหร่คะ
5,ข้อมูลหอพัก,ค่าหอเท่าไหร
5,ข้อมูลหอพัก,ค่าหอเท่าไหร่
5,ข้อมูลหอพัก,ขอระเบียบการหอพัก
5,ข้อมูลหอพัก,มีหอพักไหม
5,ข้อมูลหอพัก,มีหอพักป่าว
5,ข้อมูลหอพัก,มีหอพักไหม
5,ข้อมูลหอพัก,มีหอพักให้ป่าว
5,ข้อมูลหอพัก,มีหอพักให้พักไหมคะ
5,ข้อมูลหอพัก,มีหอพักป่าว
5,ข้อมูลหอพัก,มีหอพักไหมครับ
5,ข้อมูลหอพัก,ที่นี่มีหอพักไหมคะ
5,ข้อมูลหอพัก,มีหอพักไหม
5,ข้อมูลหอพัก,มีหอพักไหม
5,ข้อมูลหอพัก,หอพักมีกี่หอคะ
5,ข้อมูลหอพัก,มีหอพักไหม
5,ข้อมูลหอพัก,มีหอพักป่าว
5,ข้อมูลหอพัก,มีหอพักไหม
5,ข้อมูลหอพัก,หอพักตั้งอยู่ตรงไหนหรอคะ
5,ข้อมูลหอพัก,ที่มอมีหอพักไหมคะ
5,ข้อมูลหอพัก,ที่มอมีหอพักไหมคะ
5,ข้อมูลหอพัก,หอพักอยุ่ไหนคะ
6,งานในอนาคต,เรียนจบไปทำงานอะไร
6,งานในอนาคต,จบไปทำอะไร
6,งานในอนาคต,จบไปทำอะไรคะ
6,งานในอนาคต,จบไปทำอะไร 
6,งานในอนาคต,จบไปทำอะไรครับ
6,งานในอนาคต,จบไปทำอะไร
6,งานในอนาคต,จบไปทำอะไร
6,งานในอนาคต,จบไปทำอะไร
6,งานในอนาคต,จบไปทำงานอะไรได้บ้าง
6,งานในอนาคต,จบไปทำงานอะไรได้บ้าง
6,งานในอนาคต,จบไปทำงานอะไรได้บ้างคะ
6,งานในอนาคต,จบไปทำงานอะไร
6,งานในอนาคต,จบไปทำงานอะไรครับ
6,งานในอนาคต,จบไปทำงานอะไร
6,งานในอนาคต,จบไปทำอะไร
6,งานในอนาคต,จบไปมีงานอะไรให้ทำบ้างคะ
6,งานในอนาคต,เรียนจบไปทำอะไรได้บ้างคะ
6,งานในอนาคต,เรียนจบแล้วทำอะไร
6,งานในอนาคต,จบไปทำอะไรได้บ้าง
6,งานในอนาคต,จบไปทำอะไรได้บ้าง
6,งานในอนาคต,จบไปทำอะไรได้บ้าง
6,งานในอนาคต,จบไปทำอะไรได้บ้าง
6,งานในอนาคต,จบไปทำอะไรได้บ้าง
6,งานในอนาคต,จบไปทำงานไรได้บ้าง
6,งานในอนาคต,จบไปทำงานด้านไหน
7,ความยากในการเรียน,เรียนยากไหมครับ
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหมคะ
7,ความยากในการเรียน,เรียนยากไหมครับ 
7,ความยากในการเรียน,เรียนยากไหมคะ
7,ความยากในการเรียน,เรียนยากป่าว
7,ความยากในการเรียน,เรียนยากไหมครับ
7,ความยากในการเรียน,เรียนยากไหมครับ 
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากป่าว
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหมครับ
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,สาขานี้เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหม 
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหมครับ
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหมคะ
7,ความยากในการเรียน,เรียนยากไหมม
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากมากไหมคะ
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหมครับ
7,ความยากในการเรียน,เรียนยากป่าว
7,ความยากในการเรียน,เรียนยากไหมคะ
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหมครับ
7,ความยากในการเรียน,เรียนยากมั้ยคะ 
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหมครับ
7,ความยากในการเรียน,เรียนยากป่าว
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,เรียนยากไหม
7,ความยากในการเรียน,ที่นี่เรียนยากไหมครับ
7,ความยากในการเรียน,ที่นี่เรียนยากไหมคะ
7,ความยากในการเรียน,ที่นี่เรียนยากไหม
7,ความยากในการเรียน,ที่นี่เรียนยากไหมคะ
7,ความยากในการเรียน,ที่นี่เรียนยากรึเปล่า
7,ความยากในการเรียน,เรียนที่นี่ยากรึเปล่าคะ
7,ความยากในการเรียน,เรียนยากรึเปล่า
7,ความยากในการเรียน,เรียนหนักไหม
7,ความยากในการเรียน,เรียนหนักอะป่าว
7,ความยากในการเรียน,เรียนหนักไหม
7,ความยากในการเรียน,เรียนหนักไหม
7,ความยากในการเรียน,เรียนหนักไหม
8,วันเปิดเทอม,เปิดเทอมวันไหน
8,วันเปิดเทอม,เปิดเรียนวันไหนครับ
8,วันเปิดเทอม,เปิดเทอมวันไหนคะ
8,วันเปิดเทอม,เปิดเทอมวันไหน
8,วันเปิดเทอม,เปิดเทอมวันไหน
8,วันเปิดเทอม,เปิดเทอมวันไหน
8,วันเปิดเทอม,เปิดเทอมวันไหนคะ
8,วันเปิดเทอม,เปิดเทอมวันไหนครับ
8,วันเปิดเทอม,เปิดเทอมวันไหน
8,วันเปิดเทอม,จะเปิดเทอมวันไหน 
8,วันเปิดเทอม,เทอมนี้เปิดเทอมวันไหน
8,วันเปิดเทอม,เปิดเทอมวันไหน
8,วันเปิดเทอม,เปิดเทอมวันไหนคะ
8,วันเปิดเทอม,เปิดเทอมวันไหน 
8,วันเปิดเทอม,เปิดเทอมวันไหนคะ
8,วันเปิดเทอม,เปิดเทอมวันไหน
8,วันเปิดเทอม,เปิดเทอมวันไหน
8,วันเปิดเทอม,เปิดเทอมวันไหน
8,วันเปิดเทอม,เปิดเทอมวันไหน
8,วันเปิดเทอม,เปิดเทอมวันไหน
8,วันเปิดเทอม,เปิดเทอมเมื่อไหร่
8,วันเปิดเทอม,เปิดเทอมเมื่อไร
8,วันเปิดเทอม,เปิดเทอมเมื่อไรคะ
8,วันเปิดเทอม,เปิดเทอมเมื่อไร
8,วันเปิดเทอม,เปิดเทอมตอนไหน
8,วันเปิดเทอม,เปิดเทอมตอนไหนครับ
9,วันปิดเทอม,ปิดเทอมวันไหน
9,วันปิดเทอม,ปิดเทอมวันไหน
9,วันปิดเทอม,จะปิดเทอมวันไหน
9,วันปิดเทอม,ปิดเทอมวันไหน
9,วันปิดเทอม,ปิดเทอมวันไหน
9,วันปิดเทอม,วันปิดเทอม
9,วันปิดเทอม,ปิดเทอมวันไหน
9,วันปิดเทอม,จะปิดเทอมวันไหน
9,วันปิดเทอม,ปิดเทอมเมื่อไหร
9,วันปิดเทอม,จะปิดเทอมเมื่อไหร่
9,วันปิดเทอม,ปิดเทอมเมื่อไหร่
9,วันปิดเทอม,ปิดเทอมเมื่อไหร่
9,วันปิดเทอม,ปิดเทอมเมื่อไหร่
9,วันปิดเทอม,ปิดเทอมเมื่อไหร
9,วันปิดเทอม,เมื่อไหร่จะปิดเทอม 
9,วันปิดเทอม,ปิดเทอมตอนไหน
10,วันสอบกลางภาค,สอบมิดเทอมวันไหน
10,วันสอบกลางภาค,มิดเทอมวันไหน
10,วันสอบกลางภาค,สอบมิดเทอมวันไหน
10,วันสอบกลางภาค,สอบมิดเทอมวันไหน
10,วันสอบกลางภาค,วันสอบมิดเทอมวันไหน
10,วันสอบกลางภาค,สอบมิดเทอมวันไหน
10,วันสอบกลางภาค,สอบกลางภาค
10,วันสอบกลางภาค,กลางภาคสอบวันไหน
10,วันสอบกลางภาค,กลางภาคเริ่มสอบวันไหน
10,วันสอบกลางภาค,สอบกลางภาควันไหน
10,วันสอบกลางภาค,ขอวันสอบกลางภาคหน่อย
10,วันสอบกลางภาค,สอบกลางภาควันไหน
10,วันสอบกลางภาค,วันสอบ midterm 
10,วันสอบกลางภาค,สอบ midterm วันไหน
10,วันสอบกลางภาค,สอบ midterm วันไหน
10,วันสอบกลางภาค,สอบ midterm วันไหน
10,วันสอบกลางภาค,midterm วันไหน
10,วันสอบกลางภาค,midterm วันไหน
10,วันสอบกลางภาค,สอบมิดเทอมเมื่อไหร่
10,วันสอบกลางภาค,กลางภาคสอบเมื่อไร
10,วันสอบกลางภาค,สอบกลางภาคเมื่อไร
10,วันสอบกลางภาค,สอบกลางภาคตอนไหน
10,วันสอบกลางภาค,กลางภาคสอบตอนไหน
10,วันสอบกลางภาค,กลางภาควันไหน
10,วันสอบกลางภาค,กลางภาคเมื่อไหร
10,วันสอบกลางภาค,midterm เมื่อไหร
10,วันสอบกลางภาค,วันสอบ midterm ]
11,วันสอบปลายภาค,สอบไฟนอลวันไหน
11,วันสอบปลายภาค,สอบไฟนอลวันไหน
11,วันสอบปลายภาค,ปลายภาคสอบวันไหน
11,วันสอบปลายภาค,ปลายภาคสอบวันไหน
11,วันสอบปลายภาค,สอบปลายภาควันไหนครับ
11,วันสอบปลายภาค,สอบปลายภาควันไหน
11,วันสอบปลายภาค,สอบปลายภาควันไหนคะ
11,วันสอบปลายภาค,ปลายภาคสอบวันไหน
11,วันสอบปลายภาค,สอบปลายภาควันไหน
11,วันสอบปลายภาค,วันสอบไฟนอลวันไหน 
11,วันสอบปลายภาค,วันสอบ final
11,วันสอบปลายภาค,สอบ final วันไหน
11,วันสอบปลายภาค,ขอวันสอบ final หน่อย
11,วันสอบปลายภาค,สอบ final วันไหน
11,วันสอบปลายภาค,สอบ final วันไหน
11,วันสอบปลายภาค,สอบ final วันไหน 
11,วันสอบปลายภาค,final วันไหน
11,วันสอบปลายภาค,final วันไหน
11,วันสอบปลายภาค,สอบไฟนอลเมื่อไหร่
11,วันสอบปลายภาค,สอบไฟนอลเมื่อไหร่
11,วันสอบปลายภาค,ปลายภาคเมื่อไหร
11,วันสอบปลายภาค,สอบปลายภาคเมื่อไร
11,วันสอบปลายภาค,สอบปลายภาคเมื่อไหร่
11,วันสอบปลายภาค,ปลายภาคเริ่มสอบเมื่อไร
11,วันสอบปลายภาค,ไฟนอลวันไหน
11,วันสอบปลายภาค,ไฟนอลวันไหน 
11,วันสอบปลายภาค,ปลายภาควันไหน
11,วันสอบปลายภาค,final เมื่อไหร
11,วันสอบปลายภาค,final เมื่อไหร่
11,วันสอบปลายภาค,final ตอนไหน
11,วันสอบปลายภาค,ไฟนอลตอนไหน
11,วันสอบปลายภาค,ปลายภาคสอบตอนไหน
12,สายที่รับสมัคร,จบอะไรถึงเรียนได้คะ
12,สายที่รับสมัคร,จบอะไรถึงเรียนได้
12,สายที่รับสมัคร,จบอะไรถึงจะเรียนได้
12,สายที่รับสมัคร,สายศิลป์เรียนได้ป่าว
12,สายที่รับสมัคร,สายศิลป์เรียนได้ไหม
12,สายที่รับสมัคร,เรียนสายศิลป์เรียนได้ไหม
12,สายที่รับสมัคร,สายศิลป์เรียนได้ไหม
12,สายที่รับสมัคร,สายศิลป์เรียนได้ไหม
12,สายที่รับสมัคร,ต้องเรียนอะไรมาถึงเข้าได้คะ
12,สายที่รับสมัคร,ต้องจบอะไรมาถึงเรียนได้
12,สายที่รับสมัคร,ต้องเรียนจบสายไหนถึงเข้าได้หรอคะ
12,สายที่รับสมัคร,จำเป็นต้องจบสายไหนถึงเข้าได้คะ
12,สายที่รับสมัคร,ต้องจบอะไรถึงสมัครที่นี่ได้
12,สายที่รับสมัคร,ต้องจบอะไรถึงสมัครเรียนที่นี่ได้คะ
12,สายที่รับสมัคร,ต้องจบอะไรถึงจะสมัครได้ครับ
12,สายที่รับสมัคร,ต้องจบอะไรหรอคะถึงจะสมัครได้
12,สายที่รับสมัคร,ต้องเรียนสายอะไรถึงเรียนได้
12,สายที่รับสมัคร,จบศิลป์เรียนได้ไหม
12,สายที่รับสมัคร,จบศิลป์มา เรียนได้ป่าว
12,สายที่รับสมัคร,ต้องจบอะไรถึงเข้าที่นี่ได้
13,ที่ตั้งสาขา,สวัสดีครับ ตึกสาขาตั้งอยู่ตรงไหนครับ
13,ที่ตั้งสาขา,ตึกสาขาอยู่ที่ไหนครับ
13,ที่ตั้งสาขา,ตึกสาขาอยู่ตรงไหนคะ
13,ที่ตั้งสาขา,ตึกสาขาอยู่ตรงไหน
13,ที่ตั้งสาขา,ตึกสาขาตั้งอยู่ที่ไหน
13,ที่ตั้งสาขา,ตึกสาขาตั้งอยู่ที่ไหน
13,ที่ตั้งสาขา,ตึกสาขาตั้งอยู่ที่ไหนคะ
13,ที่ตั้งสาขา,สาขาอยู่ตรงไหนครับ
13,ที่ตั้งสาขา,สาขาอยู่ตรงไหน
13,ที่ตั้งสาขา,สาขาอยู่ไหน 
13,ที่ตั้งสาขา,สาขาอยู่ไหน
13,ที่ตั้งสาขา,ตึกสาขาตั้งอยู่ตรงไหนคะ
13,ที่ตั้งสาขา,ตึกสาขาตั้งอยู่ตรงไหนคะ
13,ที่ตั้งสาขา,ตึกสาขาตั้งอยู่ตรงไหนคะ
13,ที่ตั้งสาขา,สาขาอยุ่ที่ไหน
14,การสมัครเรียน,สนใจเรียนสมัครอย่างไรคะ
14,การสมัครเรียน,สนใจสมัครเรียนอย่างไรครับ
14,การสมัครเรียน,ขอข้อมูลการสมัครเรียนหน่อยครับ
14,การสมัครเรียน,จบสายศิลป์เรียนได้ไหม
14,การสมัครเรียน,จบสายศิลป์เรียนได้ไหม
14,การสมัครเรียน,จบสายศิลป์เรียนได้ไหม
14,การสมัครเรียน,จบสายศิลป์มาเรียนได้รึเปล่าคะ
14,การสมัครเรียน,จบสายศิลป์เข้าเรียนที่นี่ได้ไหมครับ
14,การสมัครเรียน,สมัครเรียนยังไง
14,การสมัครเรียน,สมัครเรียนยังไง
14,การสมัครเรียน,สมัครเรียนยังไง
14,การสมัครเรียน,สมัครยังไง 
14,การสมัครเรียน,สมัครเรียนยังไง
14,การสมัครเรียน,สมัครยังไง
14,การสมัครเรียน,สมัครเรียนยังไง
14,การสมัครเรียน,สมัครเรียนยังไง
14,การสมัครเรียน,สมัครเรียนยังไง
14,การสมัครเรียน,สมัครเรียนยังไง
14,การสมัครเรียน,สมัครเรียนยังไง
14,การสมัครเรียน,สมัครเรียนยังไง
14,การสมัครเรียน,สมัครเรียนยังไง
14,การสมัครเรียน,สมัครเรียนวันไหน 
14,การสมัครเรียน,สมัครเรียนวันไหน 
14,การสมัครเรียน,ต้องจบอะไรถึงสมัครเรียนได้คะ
14,การสมัครเรียน,สมัครเรียนยากไหม
15,เว็บไซต์มหาลัย,ขอเว็บไซต์มหาลัยหน่อย
15,เว็บไซต์มหาลัย,มีเว็บไซต์มหาลัยไหม
15,เว็บไซต์มหาลัย,ขอเว็บไซต์มหาลัยหน่อย
15,เว็บไซต์มหาลัย,ขอเว็บของมหาวิทยาลัยหน่อยค่ะ
16,เว็บไซต์คณะ,ขอเว็บไซต์คณะหน่อยหน่อยครับ
16,เว็บไซต์คณะ,มีเว็บไซต์คณะป่าว
16,เว็บไซต์คณะ,ขอเว็บคณะหน่อย
16,เว็บไซต์คณะ,ขอเว็บคณะหน่อยครับ
16,เว็บไซต์คณะ,ขอเว็บคณะหน่อย 
16,เว็บไซต์คณะ,มีเว็บคณะไหม
16,เว็บไซต์คณะ,ขอเว็บคณะหน่อย
16,เว็บไซต์คณะ,ขอเว็บคณะหน่อย
17,เว็บไซต์สาขา,ขอเว็บไซต์สาขาหน่อย
17,เว็บไซต์สาขา,ขอเว็บไซต์สาขาหน่อยค่ะ
