,text,centroids_id,dist_score,avg_dist
57,"ไม่สมราคาเลย 
",39,0.6571874392767607,0.4381249595178405
60,"มีอาหารแบบเซ็ตไหมคะ
",40,0.0,0.0
62,"มีเมนูเส้นบ้างไหมคะ
",41,0.5567689328224156,0.5567689328224156
142,"ขอดูเมนูหน่อย
",41,0.5567689328224156,0.5567689328224156
64,"ทำไมข้าวเเข็งจัง
",42,0.0,0.0
66,"ข้าวผัดใส่ผักน้อยจัง
",43,5.551115123125783e-17,5.551115123125783e-17
67,"คราวหน้าห่อใบตองแทนกล่องโฟมได้ไหมคะ
",44,0.0,0.0
144,"ขอสั่งข้าวผัดกุ้ง1ที่จ้า
",45,0.4697232294548104,0.4697232294548104
68,"สั่งข้าวผัดกุ้ง ทำไมได้ข้าวผัดผักคะ?
",45,0.4697232294548103,0.4697232294548104
69,"ที่จอดรถเต็มตลอดเลยขยายที่ได้ไหม แงงงงง
",46,0.0,0.0
188,"ต้มส้มเค็มไปหน่อย
",47,0.6884162201615545,0.7235952898860792
71,"ราดหน้าหวานเหมือนใส่น้ำตาลไปครึ่งโหลเลย
",47,0.7980534904711232,0.7235952898860792
70,"ราดหน้าเค็มจนไปฟอกไตเลยค่ะ 
",47,0.6843161590255603,0.7235952898860792
73,"จะมาสั่งอีกนะค้าบ 
",48,0.5841111133657214,0.5841111133657214
222,"ตอบหน่อยจะโมโหแล้วนะ
",48,0.5841111133657214,0.5841111133657214
164,"ขายข้าวกล่องไหมคะ
",49,0.558336342661475,0.5583363426614749
78,"มีชาบูขายไหมคะ
",49,0.5583363426614749,0.5583363426614749
91,"พรุ่งนี้ร้านเปิดไหมคะ
",50,0.656410152584329,0.6607291723204034
135,"ร้านเปิดตอนไหน 
",50,0.7261869263776755,0.6607291723204034
126,"ร้านเปิดตีเท่าไหร่
",50,0.7400270958862705,0.6607291723204034
80,"ตอนนี้ร้านเปิดป่าวคะ
",50,0.7188322044852671,0.6607291723204034
211,"ร้านเปิดไหม
",50,0.46218948226847456,0.6607291723204034
202,"ร้านบรรยากาศดีมากเลย
",51,0.6572534975969965,0.6572534975969965
82,"กะเพราเลิศมากเลยค่ะ 
",51,0.6572534975969965,0.6572534975969965
83,"ขอสั่งอีกจานค่ะ 
",52,0.0,0.0
87,"ราคาแพงโคตรๆ 
",53,0.49323971576681774,0.4932397157668177
161,"ทำไมราคาแพง
",53,0.49323971576681763,0.4932397157668177
88,"ส้มตำแซ่บมาก เยี่ยมมม
",54,0.6034799205587105,0.6034799205587105
178,"ส้มตำรสชาตินัวมากกก ดียย์
",54,0.6034799205587105,0.6034799205587105
208,"อยากกินหมูนุ่มม 
",55,0.5096402764689809,0.5096402764689809
89,"ราดหน้าหมูนุ่มมาก
",55,0.5096402764689809,0.5096402764689809
90,"กระเพรารสชาติดีค่ะ แต่ใส่ถั่วฝักยาวเยอะไปหน่อย
",56,9.614813431917819e-17,9.614813431917819e-17
92,"ผัดผักรสชาติเลวร้ายมากค่ะ มีแต่ผัก 
",57,0.6244955908196114,0.6244955908196114
204,"รสชาติห่วยแตกมาก 
",57,0.6244955908196114,0.6244955908196114
96,"อยากโดนช้อนแกงจังเลยค้าบบบ
",58,1.1102230246251565e-16,1.1102230246251565e-16
139,"เจอข้าวบูดบ่อยมาก 
",59,0.8084065823361493,0.717631070442029
165,"รับทำข้าวกล่องไหม
",59,0.7975164988022114,0.717631070442029
98,"สั่งข้าวหน่อย 
",59,0.5899639526519268,0.717631070442029
213,"สั่งข้าวได้ไหมม
",59,0.6746372479778285,0.717631070442029
233,"พนักงานสุภาพน่ารักมากเลย 
",60,0.5515653756393453,0.5515653756393453
102,"พนักงานเสียมารยาทมาก 
",60,0.5515653756393454,0.5515653756393453
105,"กินข้าวร้านนี้แล้วท้องเสีย แย่
",61,0.7462482417050245,0.6992286351601226
124,"ร้านนี้มีคนละครึ่งไหมคะ
",61,0.800780768143193,0.6992286351601226
194,"ไม่เคยกินร้านไหนแย่เท่าร้านนี้
",61,0.6085822690243267,0.6992286351601226
192,"ไม่เคยกอนร้านไหนแย่เท่าร้านนี้
",61,0.641303261767946,0.6992286351601226
107,"ดีจ้าาา 
",62,0.0,0.0
108,"มีอะไรกินบ้าง
",63,0.6318514476108119,0.5371954437337925
138,"ข้าวกินไม่ได้เลย 
",63,0.485044834325927,0.5371954437337925
148,"กินไม่ได้เลยนะ
",63,0.49469004926463855,0.5371954437337925
109,"ขอสั่งก๋วยเตี๋ยวคั่วไก่ไม่ใส่ผักค่ะ
",64,7.850462293418876e-17,7.850462293418876e-17
181,"ไม่ชอบไม่โอเค​
",65,0.579609472914507,0.579609472914507
110,"ไม่ชอบที่ใส่ผักกาดมาในแกงจืด
",65,0.579609472914507,0.579609472914507
113,"แต่รสชาติห่วยโคตร   
",66,0.5875956149106565,0.5875956149106565
169,"เจอขาแมลงสาปในต้มยำ   โคตรแย่
",66,0.5875956149106566,0.5875956149106565
116,"ทำอะไรได้บ้าง 
",67,0.7220144006898428,0.75180385907182
229,"ขอเลื่อนสั่งอาหารเป็นพรุ่งนี้ได้ไหมคะ
",67,0.7637657399780956,0.75180385907182
149,"สุกี้ได้เยอะมากสุดยอดด
",67,0.7696314365475214,0.75180385907182
227,"รสชาติไม่ค่อยเท่าไหร่แต่ราคาถูก
",68,0.5398353868179578,0.5398353868179578
117,"ราคาโอเคแต่รสชาติควรปรับปรุง
",68,0.5398353868179578,0.5398353868179578
118,"หวัดดีจ้าา
",69,0.0,0.0
119,"hi 
",70,0.0,0.0
121,"ข้าวต้มอร่อยมากค่ะ 
",71,0.5800068669595279,0.580006866959528
207,"ข้าวนุ่มมาก อร่อยค่ะ 
",71,0.580006866959528,0.580006866959528
147,"แต่อย่างอื่นคือเน่า แย่สุด 
",72,0.660902710114859,0.660902710114859
122,"แต่ชาเย็นหวานเกิน 
",72,0.6609027101148591,0.660902710114859
123,"ช่วยปรับปรุงหน่อยนะ
",73,0.5422045950983241,0.5422045950983241
171,"กาแฟจืดไปหน่อยนะ ปรับปรุงด้วย
",73,0.542204595098324,0.5422045950983241
125,"มีเราชนะเปล่า
",74,0.0,0.0
127,"Hello
",75,0.0,0.0
168,"มี่กี่สาขา
",76,0.38387355888737784,0.38387355888737784
129,"ร้านมีกี่สาขา
",76,0.38387355888737784,0.38387355888737784
136,"ขนมดีเทลประณีตมาก
",77,0.5424123560033333,0.5424123560033333
133,"ขนมดีงามมาก
",77,0.5424123560033333,0.5424123560033333
140,"ขนมอร่อยได้มาตรฐาน
",78,0.0,0.0
141,"หม้อไฟทะเลคือดีที่สุด
",79,0.0,0.0
143,"ไม่พอใจที่พนักงานทำหน้าไม่ดีใส่
",80,7.850462293418876e-17,7.850462293418876e-17
146,"ต้มยำปลากลมกล่อมมาก 
",81,0.0,0.0
151,"ทำไมอาหารแพงจัง 
",82,0.45945845374347466,0.5304409457804601
200,"อาหารแพงจัง 
",82,0.4176855198767547,0.5304409457804601
228,"แพงก็แพง จะขายใครคะไม่มีเงินซื้อ 
",82,0.7141788637211507,0.5304409457804601
158,"แกงไตปลารสชาติถูกปากมาก
",83,0.4462581202790654,0.4462581202790654
152,"อร่อยถูกปากมาก
",83,0.4462581202790655,0.4462581202790654
156,"ปลาส้มรสนัวมาก มันดียย
",84,1.1102230246251565e-16,1.1102230246251565e-16
172,"ให้ห้าดาวเลยค่ะ
",85,0.5902887969007704,0.5902887969007704
157,"ร้านนี้เยี่ยมยอด สุดยอด ตบมือให้เลยค่ะ 
",85,0.5902887969007704,0.5902887969007704
230,"มีคนแนะนำว่าอร่อยมากเลยมาลองดู 
",86,0.6622078031748869,0.6622078031748868
159,"ถูกใจไก่กรอบมากก 
",86,0.6622078031748868,0.6622078031748868
160,"ร้านเปิดยัง
",87,0.44290847452659704,0.44290847452659704
212,"ร้านปิดยัง
",87,0.44290847452659704,0.44290847452659704
163,"แม่ผมทำอร่อยกว่าร้านคุณอีก
",88,2.7755575615628914e-17,2.7755575615628914e-17
166,"วันนี้เปิดร้านไหม
",89,0.0,0.0
167,"ทำไมรสชาติแย่ขนาดนี้
",90,0.0,0.0
174,"อาหารทุกอย่าง​ดีมาก
",91,0.0,0.0
176,"ทำไมเมนูมีน้อยจังเบื่อแล้วว
",92,7.850462293418876e-17,7.850462293418876e-17
179,"หิวข้าวแล้ว!! เมื่อไหร่จะมา 
",93,9.614813431917819e-17,9.614813431917819e-17
180,"ตำปูม้าไม่สด
",94,0.0,0.0
184,"ปลาทอดกรอบนอกนุ่มใน
",95,9.614813431917819e-17,9.614813431917819e-17
185,"อาหารอร่อยไม่เหมือนใคร
",96,0.0,0.0
186,"หมูแข็งเกิ้น เคี้ยวไม่ได้ 
",97,0.0,0.0
187,"ว้าวว ไม่เคยกินอะไรอร่อยขนาดนี้มาก่อนเลย 
",98,0.0,0.0
189,"ผัดผักอร่อยมากกก 
",99,0.0,0.0
205,"ไม่อยากซื้อร้านนี้อีกแล้ว
",100,0.4791938076208872,0.4791938076208872
190,"ไม่อยากกินร้านนี้แล้ว 
",100,0.4791938076208872,0.4791938076208872
191,"ไม่อยากใช้บริการแล้ว
",101,0.0,0.0
193,"เลิกๆ อย่าขายเลย 
",102,0.0,0.0
195,"omg โคตรอร่อยย 
",103,0.0,0.0
219,"กินแล้วอ้วน ไขมันเยอะ 
",104,0.6299784104740613,0.6299784104740613
196,"กินแล้วเหมือนมีสายรุ้งออกมาจากปาก 
",104,0.6299784104740612,0.6299784104740613
218,"ไม่ค่อยอร่อยเลยทำใหม่ไป 
",105,0.6231143976708879,0.6231143976708879
197,"อร่อยขนาดนี้ต้องไปตำ 
",105,0.623114397670888,0.6231143976708879
199,"แกงปลาเหม็นคาวมาก
",106,0.0,0.0
201,"ราคาคุ้มมากกก สั่งซ้ำแน่นอน 
",107,0.0,0.0
206,"รสชาติไม่ได้เรื่องเลยค่ะ 
",108,0.0,0.0
209,"หมูทอดกำลังดีเลยค่ะ 
",109,0.5788771222326988,0.5788771222326988
210,"ทอดหมูไหม้เกินไปนะคะ แข็งมาก ฟันหัก
",109,0.5788771222326988,0.5788771222326988
214,"ร้านเปิดกี่โมงง 
",110,0.0,0.0
216,"ขอช่องทางการจ่่ายตังหน่อย
",111,0.0,0.0
217,"ยังไม่หิวมากเท่าไหร่ 
",112,0.0,0.0
220,"หงุดหงิดอะทำไมส่งช้า
",113,0.0,0.0
225,"คิดว่าอร่อยมากมั้ง
",114,0.0,0.0
234,"กับข้าวดีบรรยากาศโอเครวมๆคือดีค่ะ
",115,0.0,0.0
