,text,centroids_id,dist_score,avg_dist_score
226,"ไม่อร่อยเลยค่ะ 
",43,0.5960278819775816,0.8352812104701053
230,"มีคนแนะนำว่าอร่อยมากเลยมาลองดู 
",43,0.9020014623135026,0.8352812104701053
84,"ไม่อร่อยเลย
",43,0.5960278819775816,0.8352812104701053
72,"อาหารอร่อยมากกก 
",44,0.6297783805580622,0.7868772608257435
19,"หิวมากกก แนะนำอาหารหน่อย 
",44,0.7007667716265872,0.7868772608257435
189,"ผัดผักอร่อยมากกก 
",44,0.7779322237678833,0.7868772608257435
159,"ถูกใจไก่กรอบมากก 
",44,0.8728249838292994,0.7868772608257435
215,"ส่งอาหารเร็วมากก 
",44,0.8040732149980209,0.7868772608257435
201,"ราคาคุ้มมากกก สั่งซ้ำแน่นอน 
",44,0.8722314157194155,0.7868772608257435
99,"หิวมากกกๆๆ ข้าวจะมายัง 
",44,0.8505338352809358,0.7868772608257435
14,"ทางร้านจัดส่งเวลาใดบ้าง
",45,0.681933566866453,0.655645851083689
24,"ร้านไปทางไหน
",45,0.6269606827920127,0.655645851083689
22,"มีเบอร์โทรศัพท์ติดต่อทางร้านไหมคะ
",45,0.6580433035926012,0.655645851083689
177,"ข้าวที่สั่งมาเหม็นๆนะ บูดรึป่าว 
",46,0.4783013722567206,0.6509858283929453
52,"ขอสั่งต้มแซ่บแบบเผ็ดๆที่นึงค่ะ 
",46,0.8536912286033853,0.6509858283929453
103,"ข้าวบูดรึป่าวเหม็นมาก
",46,0.62096488431873,0.6509858283929453
102,"พนักงานเสียมารยาทมาก 
",47,0.5515653756393454,0.5515653756393453
233,"พนักงานสุภาพน่ารักมากเลย 
",47,0.5515653756393453,0.5515653756393453
134,"ฮัลโหลลล 
",48,0.0,0.0
219,"กินแล้วอ้วน ไขมันเยอะ 
",49,0.8047536919631998,0.7926762850143363
108,"มีอะไรกินบ้าง
",49,0.6610116172814605,0.7926762850143363
150,"สั่งวันนี้ได้กินวันไหน ช้ามาก
",49,0.8432186004781661,0.7926762850143363
208,"อยากกินหมูนุ่มม 
",49,0.8216640287600182,0.7926762850143363
196,"กินแล้วเหมือนมีสายรุ้งออกมาจากปาก 
",49,0.832733486588837,0.7926762850143363
173,"หวัดดีค่า
",50,0.4578653284263741,0.4325533141562031
118,"หวัดดีจ้าา
",50,0.5034249844753915,0.4325533141562031
44,"หวัดดีจ้า 
",50,0.3363696295668437,0.4325533141562031
15,"มีค่าบริการจัดส่งอย่างไร
",51,0.0,0.0
119,"hi 
",52,0.0,0.0
104,"แกงเลียงรสชาติกลมกล่อมสุดๆ 
",53,0.6660218922879244,0.7427647817976256
147,"แต่อย่างอื่นคือเน่า แย่สุด 
",53,0.8080153228738775,0.7427647817976256
162,"อาหารรสชาติงั้นๆ
",53,0.7542571302310751,0.7427647817976256
54,"อาหารไม่อร่อยเลย รสชาติแย่มาก
",54,0.5150362381549178,0.5995290682683095
183,"รสชาติแย่มาก
",54,0.55389042103035,0.5995290682683095
206,"รสชาติไม่ได้เรื่องเลยค่ะ 
",54,0.7296605456196604,0.5995290682683095
216,"ขอช่องทางการจ่่ายตังหน่อย
",55,0.0,0.0
175,"บรรยากาศสบาย
",56,0.0,0.0
146,"ต้มยำปลากลมกล่อมมาก 
",57,0.566947937610357,0.566947937610357
199,"แกงปลาเหม็นคาวมาก
",57,0.5669479376103569,0.566947937610357
172,"ให้ห้าดาวเลยค่ะ
",58,0.758161635680476,0.7437781429729841
157,"ร้านนี้เยี่ยมยอด สุดยอด ตบมือให้เลยค่ะ 
",58,0.6680001285095443,0.7437781429729841
149,"สุกี้ได้เยอะมากสุดยอดด
",58,0.8051726647289318,0.7437781429729841
156,"ปลาส้มรสนัวมาก มันดียย
",59,0.7736497238856157,0.7349376065858805
178,"ส้มตำรสชาตินัวมากกก ดียย์
",59,0.6735751604679189,0.7349376065858805
88,"ส้มตำแซ่บมาก เยี่ยมมม
",59,0.7575879354041065,0.7349376065858805
87,"ราคาแพงโคตรๆ 
",60,0.49323971576681774,0.4932397157668177
161,"ทำไมราคาแพง
",60,0.4932397157668177,0.4932397157668177
67,"คราวหน้าห่อใบตองแทนกล่องโฟมได้ไหมคะ
",61,0.0,0.0
34,"ขอสั่งเครื่องดื่มหน่อย
",62,0.5138722756003413,0.5138722756003413
137,"ร้านทำเครื่องดื่มห่วยมาก 
",62,0.5138722756003412,0.5138722756003413
158,"แกงไตปลารสชาติถูกปากมาก
",63,0.44625812027906536,0.4462581202790654
152,"อร่อยถูกปากมาก
",63,0.4462581202790655,0.4462581202790654
167,"ทำไมรสชาติแย่ขนาดนี้
",64,0.5511467751540737,0.5511467751540737
197,"อร่อยขนาดนี้ต้องไปตำ 
",64,0.5511467751540737,0.5511467751540737
125,"มีเราชนะเปล่า
",65,0.0,0.0
164,"ขายข้าวกล่องไหมคะ
",66,0.5005390890552237,0.6661668491690027
78,"มีชาบูขายไหมคะ
",66,0.7897570969688547,0.6661668491690027
165,"รับทำข้าวกล่องไหม
",66,0.7082043614829295,0.6661668491690027
